"f_target","b1","design","rho_target","a1","a2","b0","b2","c1","c2","a0","c0","sigma_eY","ax_1","ax_2","bx_1","bx_2","p_x2","rho_U","rho_V","rho_total","rho_rel_U","bias_struct","var_A_given_X","bias_fit1_pop","var_A_given_XV","bias_fit3_pop","f_achieved","a2_rule","a2_chosen","beta_A_fit1","se_A_fit1","power_A_fit1","beta_A_fit2","se_A_fit2","power_A_fit2","beta_Atilde_fit2","se_Atilde_fit2","power_Atilde_fit2","beta_A_fit3","se_A_fit3","power_A_fit3","beta_V_fit3","se_V_fit3","power_V_fit3","beta_A_fit4","se_A_fit4","power_A_fit4","beta_Atilde_fit4","se_Atilde_fit4","power_Atilde_fit4","beta_V_fit4","se_V_fit4","power_V_fit4","sd_beta_A_fit1","sd_beta_A_fit2","sd_beta_Atilde_fit2","sd_beta_A_fit3","sd_beta_V_fit3","sd_beta_A_fit4","sd_beta_Atilde_fit4","sd_beta_V_fit4","bias_A_fit1","bias_A_fit2","bias_A_fit3","bias_A_fit4","source","se_type","noise_dist","df_t","n_sample","n_iters","seed"
0.45,0.3,"D2_highRho_unequalA2_WithX",0.6,0.35,0.882414379544733,0,0.3,0.942857142857143,0.305978694657381,0,0,1,0.15,0.15,0.2,0.2,0.5,0.33,0.27,0.6,0.55,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.45,"max_feasible_given_X",0.882414379544733,0.409407539295734,0.0336729517265823,1,0.188989887612727,0.0411849802060772,0.998,0.350163803771291,0.0402423972812367,1,0.897560475966514,0.0764348075571494,1,-0.528626398671424,0.074723251882163,1,0.336493718065186,0.133843107862206,0.705,0.299987722668914,0.0590920423674133,0.999,-0.125557304596295,0.108410345977863,0.206,0.0351318610116301,0.0416845090455511,0.0393555297121966,0.0778571723217909,0.0754377234552682,0.131806707745326,0.0565278706045538,0.107281125256674,0.109407539295734,-0.111010112387273,0.597560475966514,0.0364937180651863,"sim","classical","norm",NA,1000,1000,314
0.5,0.3,"D2_highRho_unequalA2_WithX",0.6,0.35,0.882414379544733,0,0.3,0.857142857142857,0.33997632739709,0,0,1,0.15,0.15,0.2,0.2,0.5,0.3,0.3,0.6,0.5,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.5,"max_feasible_given_X",0.882414379544733,0.410739546071235,0.0337009805208677,1,0.218372143354973,0.0415281468846836,1,0.306197423239608,0.0405532125944055,1,0.895578031507573,0.0766030528256089,1,-0.525021402895446,0.0749006102110439,1,0.538536260618411,0.116795795316833,0.997,0.209710321799828,0.0521062081733028,0.976,-0.281063039106675,0.0958751466385018,0.835,0.0341749950326756,0.0408760111006171,0.0409423283080156,0.0768830558168375,0.0728677693639636,0.115723588448562,0.0527735085657167,0.0931082169511705,0.110739546071235,-0.0816278566450271,0.595578031507573,0.238536260618411,"sim","classical","norm",NA,1000,1000,314
0.55,0.3,"D2_highRho_unequalA2_WithX",0.6,0.35,0.882414379544733,0,0.3,0.771428571428571,0.373973960136799,0,0,1,0.15,0.15,0.2,0.2,0.5,0.27,0.33,0.6,0.45,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.55,"max_feasible_given_X",0.882414379544733,0.411909786664415,0.0337048428352948,1,0.245564368605616,0.0418331022239972,1,0.264604352561552,0.0408205006109928,1,0.894260960119032,0.0765086812330434,1,-0.522132690816118,0.0747690330632226,1,0.652070634030924,0.105782853756287,1,0.157900071759179,0.0478668856594399,0.903,-0.367399984095138,0.0879635027324981,0.986,0.0336165203654328,0.04149907655587,0.0419687520565112,0.077996335054022,0.0759842557502484,0.104850235438139,0.0482018937893287,0.0882220154382143,0.111909786664415,-0.0544356313943845,0.594260960119032,0.352070634030924,"sim","classical","norm",NA,1000,1000,314
0.6,0.3,"D2_highRho_unequalA2_WithX",0.6,0.35,0.882414379544733,0,0.3,0.685714285714286,0.407971592876508,0,0,1,0.15,0.15,0.2,0.2,0.5,0.24,0.36,0.6,0.4,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.6,"max_feasible_given_X",0.882414379544733,0.411749627749309,0.0336916923049039,1,0.271946102155283,0.0421136373224408,1,0.222072710971317,0.0411029005309808,1,0.895559752943664,0.0764474808486626,1,-0.523759617408335,0.0746931093506131,1,0.73020923346587,0.0978093648367604,1,0.121333076936339,0.0450019992689734,0.776,-0.427469121649994,0.0825746271756861,0.999,0.0340979373730407,0.0401686165188622,0.0396037243286974,0.0761370806766516,0.0733057954612893,0.0939862359646551,0.0428518768598624,0.0801166919505583,0.111749627749309,-0.0280538978447167,0.595559752943664,0.43020923346587,"sim","classical","norm",NA,1000,1000,314
0.65,0.3,"D2_highRho_unequalA2_WithX",0.6,0.35,0.882414379544733,0,0.3,0.6,0.441969225616217,0,0,1,0.15,0.15,0.2,0.2,0.5,0.21,0.39,0.6,0.35,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.65,"max_feasible_given_X",0.882414379544733,0.412000529463559,0.0336981688121055,1,0.298128768495759,0.042313741330452,1,0.181173371820666,0.0413518952936386,0.995,0.894755458957082,0.0766297099252875,1,-0.522330372006382,0.074877942051618,1,0.778396022388425,0.0920750291224779,1,0.0978220069768837,0.0431033857846119,0.603,-0.462955978143974,0.0791781843808373,1,0.0334650711297402,0.0416764766577402,0.0403433838550732,0.0781614926684095,0.0768944951547468,0.0909127565178465,0.0413940412118777,0.0800513882393555,0.112000529463559,-0.00187123150424068,0.594755458957082,0.478396022388425,"sim","classical","norm",NA,1000,1000,314
0.7,0.3,"D2_highRho_unequalA2_WithX",0.6,0.35,0.882414379544733,0,0.3,0.514285714285714,0.475966858355926,0,0,1,0.15,0.15,0.2,0.2,0.5,0.18,0.42,0.6,0.3,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.7,"max_feasible_given_X",0.882414379544733,0.409668678399848,0.0337206044464143,1,0.321149265804231,0.0424435601874286,1,0.141148846578357,0.0414289190013514,0.921,0.893521084197294,0.0765998027697745,1,-0.52341496190775,0.0748189033487417,1,0.812609607507945,0.0876399809698565,1,0.0791926076196877,0.0417762151376223,0.493,-0.489563423838022,0.076833124897681,1,0.031832741246833,0.0407273509648137,0.0418285795905124,0.0761416601357391,0.0753060655050167,0.0863435803402411,0.0423228116298324,0.0769835969218354,0.109668678399848,0.021149265804231,0.593521084197294,0.512609607507944,"sim","classical","norm",NA,1000,1000,314
0.75,0.3,"D2_highRho_unequalA2_WithX",0.6,0.35,0.882414379544733,0,0.3,0.428571428571429,0.509964491095635,0,0,1,0.15,0.15,0.2,0.2,0.5,0.15,0.45,0.6,0.25,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.75,"max_feasible_given_X",0.882414379544733,0.408721021778859,0.0336724042684288,1,0.346597574478496,0.0425541751030216,1,0.098995608444992,0.0416150218638733,0.655,0.888555080348794,0.0765465285702124,1,-0.519495553964698,0.0748255580064986,1,0.834914919240481,0.0840770382618533,1,0.0631055416794746,0.0410820739432553,0.351,-0.504288141281589,0.0754212291059817,1,0.0336518194029474,0.0418145870604558,0.0416995426500797,0.0768719506128393,0.0753955956616781,0.0855610199140388,0.0411320641628537,0.0765832127545122,0.108721021778859,0.046597574478496,0.588555080348794,0.534914919240481,"sim","classical","norm",NA,1000,1000,314
0.8,0.3,"D2_highRho_unequalA2_WithX",0.6,0.35,0.882414379544733,0,0.3,0.342857142857143,0.543962123835344,0,0,1,0.15,0.15,0.2,0.2,0.5,0.12,0.48,0.6,0.2,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.8,"max_feasible_given_X",0.882414379544733,0.409869674956942,0.0336586923306931,1,0.372799350441659,0.0426536488506056,1,0.058804630251616,0.0416713602906328,0.292,0.897409567210967,0.0764707628654883,1,-0.527734097482954,0.0747430305631908,1,0.863143315675894,0.0813226469173074,1,0.050118243179986,0.0407147001785157,0.243,-0.524845925309291,0.0747587342816146,1,0.0326520573713376,0.0412523078819544,0.0419774056849411,0.0762941680399135,0.0754756727406828,0.0811611130025087,0.040663460618627,0.0755139999870796,0.109869674956942,0.0727993504416595,0.597409567210966,0.563143315675894,"sim","classical","norm",NA,1000,1000,314
0.85,0.3,"D2_highRho_unequalA2_WithX",0.6,0.35,0.882414379544733,0,0.3,0.257142857142857,0.577959756575053,0,0,1,0.15,0.15,0.2,0.2,0.5,0.0899999999999999,0.51,0.6,0.15,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.85,"max_feasible_given_X",0.882414379544733,0.41104618766107,0.033691312643495,1,0.399633643560068,0.0426516095323267,1,0.0181594403069922,0.0416824959023853,0.071,0.896587644284505,0.0765936306775842,1,-0.525511857564678,0.0748574272086318,1,0.876818491520647,0.0793042947295142,1,0.0390805951113414,0.0408023871707352,0.165,-0.530662039489962,0.0750594300527712,1,0.0326194889209889,0.0430544370428355,0.0427660279123778,0.0762202757058341,0.0743492151466871,0.079907730393685,0.0414881705551294,0.0741781778988703,0.11104618766107,0.0996336435600681,0.596587644284506,0.576818491520647,"sim","classical","norm",NA,1000,1000,314
0.9,0.3,"D2_highRho_unequalA2_WithX",0.6,0.35,0.882414379544733,0,0.3,0.171428571428571,0.611957389314762,0,0,1,0.15,0.15,0.2,0.2,0.5,0.06,0.54,0.6,0.1,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.9,"max_feasible_given_X",0.882414379544733,0.410689188936863,0.033677783359242,1,0.426148993358777,0.0427008583116525,1,-0.0245340226814763,0.0417280412976997,0.0989999999999999,0.900464028783225,0.0766168596576277,1,-0.529695433930359,0.0748454914772397,1,0.891811743190043,0.0778905840004332,1,0.0256975107324157,0.0413489883385495,0.105,-0.537787071724131,0.0759938821419572,1,0.0338736292449161,0.0435459768720942,0.0428247548078858,0.0750364794401718,0.0742082419428645,0.0759342730545823,0.0429450554882721,0.0759254009460737,0.110689188936863,0.126148993358777,0.600464028783225,0.591811743190043,"sim","classical","norm",NA,1000,1000,314
0.95,0.3,"D2_highRho_unequalA2_WithX",0.6,0.35,0.882414379544733,0,0.3,0.0857142857142856,0.645955022054471,0,0,1,0.15,0.15,0.2,0.2,0.5,0.03,0.57,0.6,0.0499999999999999,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.95,"max_feasible_given_X",0.882414379544733,0.411401713239919,0.0336591447630182,1,0.451546497006989,0.0426037928857807,1,-0.0640345749453903,0.0416790133700796,0.34,0.897460128712902,0.0765100385933699,1,-0.526172737724146,0.0747883453480024,1,0.895035194573167,0.0768822745136262,1,0.0141731827812296,0.0423080024779995,0.059,-0.533173960558033,0.0776922000056937,1,0.0347489450111906,0.0439957739325147,0.0422816887729509,0.0802242286132631,0.0779877165164495,0.0807780000506911,0.0427403658984657,0.0801895116345372,0.111401713239919,0.151546497006989,0.597460128712902,0.595035194573167,"sim","classical","norm",NA,1000,1000,314
1,0.3,"D2_highRho_unequalA2_WithX",0.6,0.35,0.882414379544733,0,0.3,0,0.67995265479418,0,0,1,0.15,0.15,0.2,0.2,0.5,0,0.6,0.6,0,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,1,"max_feasible_given_X",0.882414379544733,0.412396563998342,0.0336708431888346,1,0.480217788203124,0.0425157981366721,1,-0.10808597946345,0.0415649169666013,0.736,0.900186990904419,0.0765268253804663,1,-0.528201290049087,0.0748338976600001,1,0.89999164408919,0.0765650417991255,1,-0.00182257595492446,0.0438529009575731,0.06,-0.526805441049158,0.0806269918539144,1,0.0331045199416392,0.0424880100213156,0.0424318080203673,0.076199295167906,0.0720284069364319,0.0762414764742266,0.0441501512702944,0.0773558002904572,0.112396563998342,0.180217788203125,0.600186990904419,0.59999164408919,"sim","classical","norm",NA,1000,1000,314
0.6,0.3,"D2_highRho_unequalA2_WithX",0.7,0.35,0.882414379544733,0,0.3,0.8,0.475966858355926,0,0,1,0.15,0.15,0.2,0.2,0.5,0.28,0.42,0.7,0.4,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.6,"max_feasible_given_X",0.882414379544733,0.409407539295734,0.0336729517265823,1,0.162318513112542,0.0470914172966247,0.925,0.336614324798728,0.046013918945675,1,0.897560475966514,0.0764348075571494,1,-0.528626398671424,0.074723251882163,1,0.543108856698363,0.116389096522815,0.995,0.223400787535184,0.0556396908835443,0.977,-0.322400296884725,0.0902153001455829,0.946,0.0351318610116301,0.0471720051636427,0.0443449472636702,0.0778571723217909,0.0754377234552682,0.115931197418815,0.053221738297443,0.0906208139977015,0.109407539295734,-0.137681486887458,0.597560475966514,0.243108856698363,"sim","classical","norm",NA,1000,1000,314
0.65,0.3,"D2_highRho_unequalA2_WithX",0.7,0.35,0.882414379544733,0,0.3,0.7,0.515630763218919,0,0,1,0.15,0.15,0.2,0.2,0.5,0.245,0.455,0.7,0.35,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.65,"max_feasible_given_X",0.882414379544733,0.410739546071235,0.0337009805208677,1,0.211280133468379,0.0474644197913364,0.995,0.272314302099514,0.046370351612863,1,0.895578031507573,0.0766030528256089,1,-0.525021402895446,0.0749006102110439,1,0.669820823914982,0.104057590181507,1,0.162336211212233,0.0509621824989526,0.887,-0.409320375090167,0.0828973770111047,0.999,0.0341749950326756,0.0476835969681979,0.0476006086980692,0.0768830558168375,0.0728677693639636,0.103347724331037,0.0517897660102228,0.0801314756951938,0.110739546071235,-0.0887198665316209,0.595578031507573,0.369820823914982,"sim","classical","norm",NA,1000,1000,314
0.7,0.3,"D2_highRho_unequalA2_WithX",0.7,0.35,0.882414379544733,0,0.3,0.6,0.555294668081913,0,0,1,0.15,0.15,0.2,0.2,0.5,0.21,0.49,0.7,0.3,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.7,"max_feasible_given_X",0.882414379544733,0.411909786664415,0.0337048428352948,1,0.257098028322576,0.0478124112669855,1,0.211161040783711,0.0466766369698735,0.996,0.894260960119032,0.0765086812330434,1,-0.522132690816118,0.0747690330632226,1,0.746255650413224,0.0956165125343232,1,0.123991801660709,0.0482460200450865,0.719,-0.460303911722589,0.0783558621692057,1,0.0336165203654328,0.046905813722487,0.047224467933096,0.077996335054022,0.0759842557502484,0.0951106914858661,0.0483636861394105,0.0792116499476686,0.111909786664415,-0.042901971677424,0.594260960119032,0.446255650413224,"sim","classical","norm",NA,1000,1000,314
0.75,0.3,"D2_highRho_unequalA2_WithX",0.7,0.35,0.882414379544733,0,0.3,0.5,0.594958572944907,0,0,1,0.15,0.15,0.2,0.2,0.5,0.175,0.525,0.7,0.25,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.75,"max_feasible_given_X",0.882414379544733,0.411749627749309,0.0336916923049039,1,0.303386320347088,0.0480894904471949,1,0.147574248865599,0.0469328620468436,0.885,0.895559752943664,0.0764474808486626,1,-0.523759617408335,0.0746931093506131,1,0.801574120038833,0.0893217992333303,1,0.09450179699701,0.0466757387175999,0.539,-0.497148953228774,0.0757244032273567,1,0.0340979373730407,0.046135873083445,0.0451479495876649,0.0761370806766516,0.0733057954612893,0.0866704464403789,0.0445691035159884,0.0740448922400509,0.111749627749309,0.00338632034708836,0.595559752943664,0.501574120038833,"sim","classical","norm",NA,1000,1000,314
0.8,0.3,"D2_highRho_unequalA2_WithX",0.7,0.35,0.882414379544733,0,0.3,0.4,0.634622477807901,0,0,1,0.15,0.15,0.2,0.2,0.5,0.14,0.56,0.7,0.2,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.8,"max_feasible_given_X",0.882414379544733,0.412000529463559,0.0336981688121055,1,0.348445392216398,0.0482389938977033,1,0.0866881554270684,0.047142462381409,0.429,0.894755458957082,0.0766297099252875,1,-0.522330372006382,0.074877942051618,1,0.836137216069942,0.0848459007183038,1,0.0739777076214287,0.0461071110847285,0.349,-0.517590404348986,0.0748796428759265,1,0.0334650711297402,0.0470040282948383,0.0454056875017905,0.0781614926684095,0.0768944951547468,0.084669389539675,0.0444267735008153,0.0767359686267958,0.112000529463559,0.0484453922163976,0.594755458957082,0.536137216069942,"sim","classical","norm",NA,1000,1000,314
0.85,0.3,"D2_highRho_unequalA2_WithX",0.7,0.35,0.882414379544733,0,0.3,0.3,0.674286382670895,0,0,1,0.15,0.15,0.2,0.2,0.5,0.105,0.595,0.7,0.15,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.85,"max_feasible_given_X",0.882414379544733,0.409668678399848,0.0337206044464143,1,0.390034844232983,0.0482838463570248,1,0.0269094223980018,0.0471534796528851,0.0879999999999999,0.893521084197294,0.0765998027697745,1,-0.52341496190775,0.0748189033487417,1,0.860014133939178,0.0814163180752568,1,0.0562793615776365,0.0462175893352797,0.221,-0.531681236426731,0.0751033343890723,1,0.031832741246833,0.0470344966924738,0.0477222054120006,0.0761416601357391,0.0753060655050167,0.0804458123288858,0.0470419299183639,0.0757244582947436,0.109668678399848,0.0900348442329831,0.593521084197294,0.560014133939178,"sim","classical","norm",NA,1000,1000,314
0.9,0.3,"D2_highRho_unequalA2_WithX",0.7,0.35,0.882414379544733,0,0.3,0.2,0.713950287533889,0,0,1,0.15,0.15,0.2,0.2,0.5,0.07,0.63,0.7,0.1,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.9,"max_feasible_given_X",0.882414379544733,0.408721021778859,0.0336724042684288,1,0.434781492415554,0.0482546319608695,1,-0.0355679736973648,0.0471879055360769,0.122,0.888555080348794,0.0765465285702124,1,-0.519495553964698,0.0748255580064986,1,0.87341669078528,0.0788198265861656,1,0.0381365152562091,0.0473123827294,0.123,-0.53331810088312,0.0767956826218703,1,0.0336518194029474,0.0479193008511452,0.0478741316579762,0.0768719506128393,0.0753955956616781,0.0797123782838518,0.0474430197997269,0.0765094426134983,0.108721021778859,0.134781492415554,0.588555080348794,0.57341669078528,"sim","classical","norm",NA,1000,1000,314
0.95,0.3,"D2_highRho_unequalA2_WithX",0.7,0.35,0.882414379544733,0,0.3,0.0999999999999999,0.753614192396882,0,0,1,0.15,0.15,0.2,0.2,0.5,0.035,0.665,0.7,0.0499999999999999,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.95,"max_feasible_given_X",0.882414379544733,0.409869674956942,0.0336586923306931,1,0.481010722768215,0.0481915123932937,1,-0.0970258447299863,0.0470811290540042,0.533,0.897409567210967,0.0764707628654883,1,-0.527734097482954,0.0747430305631908,1,0.892972238373194,0.0771273452880099,1,0.0216547275958099,0.0493070189827158,0.0740000000000001,-0.540185295013707,0.080041616255874,1,0.0326520573713376,0.0467026880859886,0.0478531690431672,0.0762941680399135,0.0754756727406828,0.0769533081113136,0.0494056757219701,0.0804200235665067,0.109869674956942,0.181010722768215,0.597409567210966,0.592972238373194,"sim","classical","norm",NA,1000,1000,314
1,0.3,"D2_highRho_unequalA2_WithX",0.7,0.35,0.882414379544733,0,0.3,0,0.793278097259876,0,0,1,0.15,0.15,0.2,0.2,0.5,0,0.7,0.7,0,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,1,"max_feasible_given_X",0.882414379544733,0.41104618766107,0.033691312643495,1,0.526038433244719,0.047947247834605,1,-0.157169359053243,0.0468453821305816,0.92,0.896587644284505,0.0765936306775842,1,-0.525511857564678,0.0748574272086318,1,0.896493014531192,0.0766337430175402,1,0.00129402615050389,0.0527855749217063,0.049,-0.526462935911831,0.085925527796016,1,0.0326194889209889,0.0487830154078128,0.0482979429889188,0.0762202757058341,0.0743492151466871,0.07620387631836,0.0537644987518714,0.0843535970589798,0.11104618766107,0.226038433244719,0.596587644284506,0.596493014531192,"sim","classical","norm",NA,1000,1000,314
0.65,0.3,"D2_highRho_unequalA2_WithX",0.8,0.35,0.882414379544733,0,0.3,0.8,0.589292300821622,0,0,1,0.15,0.15,0.2,0.2,0.5,0.28,0.52,0.8,0.35,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.65,"max_feasible_given_X",0.882414379544733,0.409407539295734,0.0336729517265823,1,0.0207053398441199,0.0567778392857244,0.0580000000000001,0.463547358094069,0.0554713653577947,1,0.897560475966514,0.0764348075571494,1,-0.528626398671424,0.074723251882163,1,0.337059626011531,0.133798881444037,0.705,0.353200608613816,0.0696100780519979,0.999,-0.242405358983913,0.0929033281400233,0.743,0.0351318610116301,0.0561810665122825,0.0536890663878414,0.0778571723217909,0.0754377234552682,0.131764224440515,0.0665865878631088,0.0927247286705472,0.109407539295734,-0.27929466015588,0.597560475966514,0.0370596260115308,"sim","classical","norm",NA,1000,1000,314
0.7,0.3,"D2_highRho_unequalA2_WithX",0.8,0.35,0.882414379544733,0,0.3,0.685714285714286,0.634622477807901,0,0,1,0.15,0.15,0.2,0.2,0.5,0.24,0.56,0.8,0.3,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.7,"max_feasible_given_X",0.882414379544733,0.410739546071235,0.0337009805208677,1,0.112549851700045,0.057493870719573,0.506,0.356090833532927,0.0561663686556885,1,0.895578031507573,0.0766030528256089,1,-0.525021402895446,0.0749006102110439,1,0.579912179579537,0.112956902146563,0.999,0.231749874422463,0.0613255037892342,0.963,-0.393347474432071,0.0821292134830015,0.999,0.0341749950326756,0.0577000755184535,0.0575223732996728,0.0768830558168375,0.0728677693639636,0.11202508422794,0.0621831082596789,0.079260244473844,0.110739546071235,-0.187450148299955,0.595578031507573,0.279912179579537,"sim","classical","norm",NA,1000,1000,314
0.75,0.3,"D2_highRho_unequalA2_WithX",0.8,0.35,0.882414379544733,0,0.3,0.571428571428572,0.67995265479418,0,0,1,0.15,0.15,0.2,0.2,0.5,0.2,0.6,0.8,0.25,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.75,"max_feasible_given_X",0.882414379544733,0.411909786664415,0.0337048428352948,1,0.200117037693185,0.058102670649174,0.939,0.252781786851413,0.0567421870320317,0.995,0.894260960119032,0.0765086812330434,1,-0.522132690816118,0.0747690330632226,1,0.703397189044543,0.100384238712638,1,0.167940251526965,0.0574500273624103,0.827,-0.467826723792696,0.0767760906777971,1,0.0336165203654328,0.0571549827111299,0.0573864440820786,0.077996335054022,0.0759842557502484,0.0996319545824408,0.057712294171011,0.0776785336102399,0.111909786664415,-0.0998829623068152,0.594260960119032,0.403397189044543,"sim","classical","norm",NA,1000,1000,314
0.8,0.3,"D2_highRho_unequalA2_WithX",0.8,0.35,0.882414379544733,0,0.3,0.457142857142857,0.725282831780458,0,0,1,0.15,0.15,0.2,0.2,0.5,0.16,0.64,0.8,0.2,0.105,0.955,0.109947643979058,0.176344862772684,0.595424206574986,0.8,"max_feasible_given_X",0.882414379544733,0.411749627749309,0.0336916923049039,1,0.289201117014373,0.0585176612899567,0.999,0.146101184785719,0.057125947516467,0.722,0.895559752943664,0.0764474808486626,1,-0.523759617408335,0.0746931093506131,1,0.782546580183647,0.0916695938724197,1,0.124325072056222,0.0559278474920448,0.622,-0.514311035245947,0.0746684938203221,1,0.0340979373730407,0.0559954956996408,0.054933460878577,0.0761370806766516,0.0733057954612893,0.0886820733039454,0.0533537698424924,0.0730967132535413,0.111749627749309,-0.0107988829856274,0.595559752943664,0.482546580183647,"sim","classical","norm",NA,1000,1000,314
